DATE,CaO,SiO2,Al2O3,Fe2O3,MgO,SO3,K2O,Na2O,P2O5,TiO2,Total,LSF,SM,IM,C3A,R_wp (%),Alite_M3 (%),Alite_M1 (%),Alite_Sum (%),Fraction_M1 (%),Alite_CS (nm),Belite_alpha (%),Belite_beta (%),Belite_Sum (%),Alum_cubic (%),Alum_ortho (%),Alum_Sum (%),Ferrite (%),Lime (%),Portlandite (%),Periclase (%),Quartz (%),Arcanite (%),Langbeinite (%),Aphthitalite (%),Gypsum (%),Hemi-hydrate (%),Anhydrite (%),Calcite (%),Dolomite(%),SO3_XRD (%),CO2_XRD (%),Syngenite(%),Ettringite(%),Illite(%),LOI,Total Alkali,SSA,Res_45_um,EN 1D,EN 2D ,EN 7D,EN 28D ,Water consistency (%)-20C,Expansion (mm)-20C,Initial setting time (min) ,Final setting time (min) ,MC Water consistency (%),MC Initial Slump,MC 1st slump loss,MC 2nd slump loss,MC 9hours,MC 1D,MC 2D ,MC 3D,MC 7D,MC 28D ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-21,64.46,19.38,4.69,3.41,1.16,2.95,0.68,0.05,0.04,0.31,97.03,100.61,2.39,1.38,6.66,8.55,42.19,23.24,65.43,35.52,235.97,2.13,6.57,8.71,1.57,1.15,2.72,11.97,0.18,1,0.4,0.37,0.7,0.2,0.14,0.61,1.63,0.1,5.72,0.12,1.74,2.58,,,,3.1,0.5,366,3.6,13.95,27.22,45.8,57.23,29.6,1,115,225,35.8,91,58,54,6.6,40.19,56.25,57.25,68.22,75.44,,,,,,,,,,,,,,,
9-Jul-21,64.42,18.36,4.54,3.44,1.19,3.1,0.63,0.05,0.05,0.32,96.1,105.51,2.3,1.32,6.21,8.67,41.46,23.43,64.89,36.1,243.15,2.72,6.63,9.35,2.09,0.7,2.78,12.5,0.12,0.82,0.47,0.33,0.88,0.11,0.12,0.74,1.55,0.12,5.21,0,1.79,2.29,,,,3.3,0.46,383,3.8,15.39,27.18,44.14,59.53,29.8,1,120,235,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-21,63.89,17.17,4.74,3.13,1,2.97,0.54,0.05,0.04,0.32,93.85,110.96,2.18,1.51,7.27,7.97,28.03,31.89,59.92,53.22,215.6,2.5,9.99,12.49,4.29,0.93,5.22,10.37,0.36,2.18,0.26,0.32,0.7,0.07,0.15,0.08,2.82,0.21,4.71,0.15,2.15,2.14,,,,3.2,0.41,376,4.1,14.97,26.46,41.24,55.61,29.8,1,115,210,36.07,90,55,49,5.25,44.58,58.39,59.38,68.91,75.25,,,,,,,,,,,,,,,
14-Jul-21,64.63,18.66,4.55,3.41,1.15,2.75,0.55,0.05,0.04,0.32,96.11,104.8,2.34,1.33,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.41,379,3.2,11.78,24.3,40.92,54.83,29.8,1,120,235,35.9,91,56,50,6.02,40.28,56.21,57.72,65.07,73.82,,,,,,,,,,,,,,,
16-Jul-21,64.32,18.49,5.61,3.07,1.18,3.1,0.66,0.05,0.05,0.36,96.89,102.92,2.13,1.83,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.48,391,4.5,16.62,28.63,43.92,58.68,29.8,1,120,210,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jul-21,64.42,18.78,5.68,3.01,1.1,2.8,0.67,0.05,0.05,0.33,96.89,101.99,2.16,1.89,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.49,368,4.7,15.41,25.16,44.12,55.57,29.6,1,115,205,35.8,92,58,52,6.43,41.15,58.04,59.02,66.06,77.31,,,,,,,,,,,,,,,
22-Jul-21,64.29,18.72,5.69,2.98,1.17,2.69,0.66,0.05,0.06,0.34,96.65,102.19,2.16,1.91,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.48,373,4.6,16.13,25.91,45.33,58.4,29.6,1,130,195,35.6,91,58,54,6,42,57.66,58.25,65.24,75.36,,,,,,,,,,,,,,,
23-Jul-21,64.41,19.04,5.53,2.97,1.16,2.71,0.66,0.05,0.06,0.34,96.93,101.21,2.24,1.86,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.48,370,4.9,14.61,24.67,43.29,55.67,29.4,1,125,210,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-21,64.02,19.07,5.21,3.1,1.57,2.71,0.6,0.05,0.02,0.34,96.69,100.92,2.29,1.68,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.44,359,4.2,13.75,23.31,41.3,57.46,29.8,1,120,215,35.8,92,58,50,5.91,41.28,54.15,59.91,67.04,82.81,,,,,,,,,,,,,,,
28-Jul-21,64.14,18.89,5.31,3.15,1.52,2.96,0.63,0.05,0.01,0.34,97,101.41,2.23,1.69,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0.46,373,6.5,11.15,21.68,36.69,53.71,29.6,1,140,255,36.3,90,56,48,3.1,37.36,52.21,54.24,65.5,71.78,,,,,,,,,,,,,,,
30-Jul-21,64.14,18.4,5.19,3.02,1.55,2.77,0.6,0.05,0.02,0.35,96.09,104.35,2.24,1.72,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.44,372,5.3,13.86,24.28,41.79,56.34,29.4,1,125,235,,,,,,,,,,,,,,,,,,,,,,,,,
2-Aug-21,64.66,19.32,5.65,2.91,1.02,2.81,0.66,0.05,0.06,0.33,97.47,100.06,2.26,1.94,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,0.48,384,3.7,16.83,29.96,49.6,64.17,29.4,1,120,210,37,91,54,51,5.55,41.03,56.89,60.76,66.47,76.99,,,,,,,,,,,,,,,
4-Aug-21,64.53,18.95,5.56,2.89,0.99,2.98,0.63,0.05,0.05,0.32,96.95,101.54,2.24,1.92,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.46,377,3.6,15.37,25.46,47.93,63.74,29.8,1,135,205,36.6,92,59,55,5.4,37.89,55.24,58.22,62.38,74.25,,,,,,,,,,,,,,,
6-Aug-21,64.27,18.49,5.09,3.19,1.42,2.65,0.59,0.05,0.02,0.32,96.09,104.28,2.23,1.6,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.44,359,4,16.09,25.82,44.24,54.41,30,1,125,190,,,,,,,,,,,,,,,,,,,,,,,,,
9-Aug-21,64.7,18.4,4.98,3.24,1.4,2.86,0.6,0.05,0.02,0.32,96.57,105.37,2.24,1.54,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.44,373,4.5,14.99,27.41,43.62,56.89,29.8,1,150,210,36.6,93,57,51,6.66,44.88,57.58,62.03,66.78,71.25,,,,,,,,,,,,,,,
11-Aug-21,64.73,18.2,4.55,3.17,1.47,2.74,0.59,0.05,0.01,0.29,95.8,107.57,2.36,1.44,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0.44,371,4.3,14.19,25.87,40.07,53.73,29.8,1,120,200,36.1,90,55,48,5.82,41.52,55.38,57.81,66.86,81.73,,,,,,,,,,,,,,,
13-Aug-21,64.63,18.27,4.8,3.36,1.56,2.74,0.7,0.05,0.03,0.29,95.8,106.28,2.24,1.43,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,0.51,369,4.7,16,27.57,42.69,54.76,29.6,1,115,195,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug-21,64.68,18.8,4.92,3.31,1.39,2.7,0.63,0.05,0.01,0.32,96.81,103.62,2.28,1.49,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.46,373,4.4,16.41,27.81,44.2,56.48,29.6,1,120,195,36.1,92,58,54,6.21,42.42,57.52,61.04,68.04,77.99,,,,,,,,,,,,,,,
18-Aug-21,64.65,18.73,4.95,3.28,1.41,2.97,0.68,0.05,0.01,0.32,97.05,103.57,2.28,1.51,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.5,389,4.4,17.42,29.38,44.45,55.63,29.4,1,135,215,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug-21,64.66,18.44,4.99,3.29,1.34,2.94,0.72,0.05,0.01,0.33,96.77,104.93,2.23,1.52,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.52,384,4.2,17.9,30.93,44.85,56.84,29.8,1,130,210,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug-21,64.59,18.3,5.17,3.21,1.65,2.81,0.79,0.05,0.02,0.32,96.91,105.38,2.18,1.61,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.57,356,4.5,17.03,30.04,45.23,58.2,29.6,1,125,195,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep-21,65.1,18.65,4.83,3.06,1.39,2.88,0.77,0.05,0.07,0.28,97.15,105.3,2.36,1.58,7.62,8.2,37.3,19.49,56.79,34.32,233.47,2.36,10.68,13.04,2.69,2.15,4.84,11.22,0.49,2.28,0.53,0.39,0.71,0.23,0.02,0.02,2.92,0.23,6.16,0.14,2.21,2.77,,,,3.5,0.56,370,4.5,14.94,25.76,41.26,52.59,29.8,1,125,220,36.1,93,57,53,6.79,43.68,56.85,57.21,64.8,73.79,,,,,,,,,,,,,,,
3-Sep-21,65.01,18.51,4.91,3.23,1.18,2.66,0.64,0.05,0.02,0.31,96.52,105.74,2.27,1.52,7.55,9.22,39.07,21.79,60.86,35.81,232.65,2.6,8.26,10.86,2.74,1.94,4.68,10.07,0.57,1.84,0.34,0.34,0.82,0.17,0.04,0.03,2.89,0.07,6.09,0.33,2.14,2.83,,,,3.3,0.47,361,4.1,16.68,27.24,43.2,57.96,29.6,1,120,210,,,,,,,,,,,,,,,,,,,,,,,,,
6-Sep-21,63.59,19.3,4.76,2.97,1.19,2.92,0.7,0.07,0.07,0.29,95.86,99.93,2.5,1.6,7.59,8.78,26.55,35.23,61.78,57.02,178.7,2.28,7.99,10.27,3.76,1.87,5.63,9.74,0.43,1.9,0.36,0.43,0.8,0.03,0.01,0.37,2.55,0.18,5.27,0.26,2.07,2.44,,,,3.5,0.53,369,4,16.36,29.43,45.25,58.27,29.8,1,125,235,35.71,95,56,51,5.03,37.2,54.25,56.21,74.9,80.53,,,,,,,,,,,,,,,
10-Sep-21,64.79,18.88,4.85,3.18,1.32,2.93,0.63,0.05,0.03,0.36,97.02,103.44,2.35,1.53,7.47,8.5,34.1,26.53,60.63,43.76,227.7,1.48,10.43,11.91,3.77,0.29,4.06,10.47,0.3,1.77,0.39,0.4,0.92,0.03,0.24,0.6,2.3,0.25,5.6,0.13,2.26,2.53,,,,3.3,0.46,370,4,15.28,28.96,45.99,60.24,29.6,1,125,225,,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep-21,63.45,19.07,4.86,3.18,1.18,2.86,0.81,0.06,0.06,0.29,95.85,100.41,2.37,1.53,7.5,8.24,31.2,26.55,57.74,45.98,232.99,2.99,10.1,13.09,3.61,1.6,5.21,9.65,0.59,2.43,0.31,0.34,1.01,0.24,0,0.02,3.1,0.13,6.06,0.09,2.39,2.71,,,,3.2,0.59,376,4.3,15.43,27.33,40.37,53.3,29.8,1,130,205,34.8,98,59,55,10.96,44.42,61.01,61.81,65.89,78.32,,,,,,,,,,,,,,,
22-Sep-21,63.27,19.39,4.97,2.89,1.39,2.77,0.69,0.05,0.06,0.31,95.79,98.86,2.47,1.72,8.28,8.33,41.48,17.89,59.36,30.13,231.27,2.53,10.75,13.29,3.1,2.3,5.4,10.69,0.26,1.06,0.43,0.36,0.81,0.14,0,0.02,2.81,0.08,4.87,0.42,2.06,2.34,,,,3.1,0.5,378,3.8,14.45,24.45,45.06,57.74,29.6,1,120,210,35.2,96,56,53,8.96,40.28,55.67,57.42,65.96,75.6,,,,,,,,,,,,,,,
6-Oct-21,62.72,18.16,4.75,3.23,1.65,3.01,0.81,0.06,0.05,0.26,94.7,103.52,2.28,1.47,7.12,8.17,36.13,22.51,58.64,38.39,228.03,2.54,9.39,11.93,2.53,1.75,4.28,12.17,0.65,1.57,0.73,0.22,0.82,0.09,0,0.05,2.76,0.47,5.46,0.15,2.25,2.48,,,,3.1,0.59,379,3.6,14.91,25.34,41.7,54.14,29.8,1,140,220,35.9,93,57,54,7.88,42.67,54.24,59.27,68.17,83.91,,,,,,,,,,,,,,,
11-Oct-21,63.16,18.99,4.86,2.97,1.44,2.86,0.74,0.05,0.05,0.27,95.39,100.53,2.43,1.64,7.85,8.51,38.6,20.38,58.99,34.56,234.4,2.54,9.61,12.16,3.5,1.23,4.73,10.92,0.38,2.12,0.43,0.32,0.92,0,0.11,0.08,2.96,0.07,5.54,0.28,2.2,2.57,,,,3.3,0.54,353,7.6,13.72,24.4,41.26,53.24,29.4,1,145,220,36,92,58,56,5.62,36.1,56.54,57.81,67,75.31,,,,,,,,,,,,,,,
13-Oct-21,63.16,18.96,4.84,2.87,1.64,2.78,0.77,0.05,0.05,0.26,95.38,100.91,2.46,1.69,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.56,375,4.6,14.65,26.1,43.68,56.48,29.6,1,130,215,,,,,,,,,,,,,,,,,,,,,91.9,,,,
19-Oct-21,63.32,19.08,4.77,2.72,1.41,2.74,0.69,0.05,0.05,0.29,95.12,100.96,2.55,1.75,8.04,8.34,41.55,19.52,61.08,31.97,240.87,1.28,8.59,9.87,3.65,1.38,5.04,10.26,0.16,2.14,0.56,0.33,0.78,0.07,0.03,0.02,3.32,0.07,5.87,0.39,2.3,2.77,,,,3.4,0.5,389,3.9,15.5,26.78,40.38,55.62,29.6,1,135,210,36.4,91,60,57,6.27,44.93,58.06,59.14,67.43,74.76,,,,,,,,,,,90.1,,,,
20-Oct-21,63.29,19.04,4.79,2.69,1.45,2.82,0.7,0.06,0.05,0.29,95.18,100.99,2.55,1.78,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.52,367,4.1,16.12,28.04,42.88,55.7,29.6,1,130,200,36.3,93,58,55,7.69,47.18,58.85,59.22,74.81,77.84,,,,,,,,,,,-,,,,
22-Oct-21,63.64,19.4,4.91,2.68,1.1,2.44,0.72,0.05,0.05,0.27,95.26,100.12,2.56,1.83,8.48,7.59,32.3,25.65,57.95,44.26,213.68,3.07,10.74,13.81,4.66,1.43,6.09,8.82,0.38,2.19,0.31,0.35,0.76,0.04,0,0.02,2.69,0.19,6.22,0.17,1.98,2.82,,,,3.2,0.52,361,4.1,16.53,26.27,43.96,56.58,29.8,1,130,210,,,,,,,,,,,,,,,,,,,,,92.9,,,,
25-Oct-21,63.62,19.38,4.89,2.79,1.03,2.57,0.76,0.06,0.05,0.27,95.42,99.96,2.52,1.75,8.24,7.77,34.49,25.47,59.96,42.48,218.72,2.65,8.98,11.63,4.5,2.22,6.72,8.88,0.21,1.69,0.39,0.33,0.86,0.08,0.01,0.04,2.83,0.19,6.03,0.15,2.14,2.72,,,,3.3,0.56,385,4.5,17.58,28.8,46.18,55.66,29.4,1,130,190,36.4,92,57,55,5.98,42.75,56.78,58.66,67.01,77.87,,,,,,,,,,,-,,,,
28-Oct-21,63.47,19.14,4.82,2.79,1.01,2.73,0.78,0.06,0.05,0.26,95.11,100.76,2.52,1.73,8.05,7.88,37.17,24.6,61.76,39.82,193.51,2.62,8.53,11.15,4.16,2.59,6.75,9.3,0.3,1.15,0.3,0.37,0.83,0.01,0,0.02,2.5,0.06,5.39,0.1,1.82,2.42,,,,3.1,0.57,377,3.4,17.04,26.29,42.92,53.64,29.8,1,125,185,37.4,91,58,53,6.12,41.75,55.21,56.81,67.68,77.91,,,,,,,,,,,96.1,,,,
2-Nov-21,63.49,19.69,4.82,2.84,0.99,2.33,0.78,0.06,0.05,0.27,95.32,98.71,2.57,1.7,7.97,7.79,36.9,25.37,62.27,40.75,201.69,2.5,9.4,11.9,4.47,1.26,5.73,10.05,0.2,0.84,0.26,0.24,0.85,0.12,0,0.02,1.84,0.15,5.43,0.1,1.56,2.43,,,,3.2,0.57,385,4,16.77,27.57,43.77,55.41,29.6,1,125,190,36.07,92,60,56,7.26,46.33,59.66,60.48,70.12,78.27,,,,,,,,,,,-,,,,
3-Nov-21,63.51,19.74,4.87,2.82,1.01,2.44,0.79,0.06,0.05,0.27,95.56,98.33,2.57,1.73,8.13,8.22,35.01,26.42,61.43,43.01,200.76,2.63,10.56,13.19,4.27,1.25,5.52,9.49,0.16,1.09,0.24,0.21,0.9,0.05,0.09,0.09,2.12,0.06,5.33,0.04,1.73,2.36,,,,3,0.58,383,3.8,17.15,27.38,42.7,54.74,29.6,1,115,185,,,,,,,,,,,,,,,,,,,,,86.9,,,,
5-Nov-21,63.49,19.82,4.84,2.87,0.98,2.24,0.75,0.06,0.05,0.27,95.37,98.18,2.57,1.69,7.97,7.9,34.62,26.97,61.58,43.79,222.13,2.74,9.59,12.33,4.77,0.9,5.67,9.62,0.26,1.06,0.29,0.26,0.83,0.03,0.01,0.01,2.27,0.09,5.59,0.09,1.71,2.5,,,,3.3,0.55,391,3.5,16.29,27.56,44.47,55.62,29.8,1,110,190,,,,,,,,,,,,,,,,,,,,,93.1,,,,
9-Nov-21,63.51,19.33,4.78,2.7,1.07,2.45,0.67,0.05,0.05,0.27,94.88,100.45,2.58,1.77,8.1,8.27,37.33,22.56,59.9,37.67,220.4,2.71,9.93,12.64,4.42,1.17,5.59,9.77,0.17,1.79,0.26,0.27,0.84,0,0.12,0.12,2.34,0.08,6.05,0.08,1.84,2.7,,,,3.5,0.49,345,4.7,14.73,24.48,41,54.58,29.6,1,120,205,,,,,,,,,,,,,,,,,,,,,-,,,,
10-Nov-21,63.38,19.3,4.86,2.74,0.8,2.67,0.7,0.04,0.05,0.25,94.79,99.93,2.54,1.77,8.24,8.08,21.01,38.71,59.72,64.83,224.65,4.43,9.15,13.58,5.74,1.57,7.31,7.7,0.41,0.89,0.22,0.46,0.7,0.09,0,0.11,2.43,0.09,6.22,0.06,1.82,2.76,,,,3.3,0.5,389,4.8,16.74,26.84,42.01,54.67,29.6,1,120,190,,,,,,,,,,,,,,,,,,,,,94.1,,,,
12-Nov-21,63.26,19.04,4.87,2.82,0.79,2.78,0.73,0.05,0.05,0.26,94.65,100.69,2.48,1.73,8.13,8.27,20.17,39.2,59.37,66.03,247.79,3.8,10.18,13.98,6.21,0.86,7.07,7.72,0.27,1.78,0.15,0.36,0.62,0.03,0.04,0.05,2.21,0.09,6.18,0.08,1.62,2.75,,,,3.3,0.53,340,6.6,14.3,24.53,42.58,54.09,29.6,1,125,225,,,,,,,,,,,,,,,,,,,,,92.7,,,,
15-Nov-21,63.08,19.44,5.11,2.67,0.92,2.35,0.72,0.06,0.07,0.28,94.7,98.77,2.5,1.91,9.02,8.62,15.22,41.55,56.77,73.2,250.54,2.72,14.36,17.08,7.53,0.55,8.08,7.52,0.2,1.61,0.17,0.39,0.89,0,0.09,0.23,2.18,0.07,4.57,0.15,1.8,2.08,,,,3.3,0.53,361,5,15.76,25.59,42.84,56.89,29.4,1,115,185,36.3,91,57,53,5.28,39.21,56.99,58.5,68.97,77.37,,,,,,,,,,,94,,,,
17-Nov-21,63.49,19.49,5.13,2.7,0.92,2.57,0.74,0.06,0.07,0.29,95.46,98.89,2.49,1.9,9.03,8.97,17.13,41.08,58.21,70.58,235.35,3.73,11,14.73,7.29,0.27,7.56,7.16,0.27,2.02,0.14,0.41,0.79,0,0.09,0.1,2.7,0.04,5.68,0.11,1.96,2.55,,,,3.3,0.55,349,4.3,16.26,26.2,44.79,56.8,29.2,1,110,180,35.7,93,58,55,7.2,44.42,56.47,60.32,71.74,85.68,,,,,,,,,,,-,,,,
22-Nov-21,63.26,19.47,4.98,2.5,1.08,2.44,0.61,0.06,0.06,0.27,94.73,99.25,2.6,1.99,8.97,7.23,28.68,27.79,56.46,49.21,197.45,3.06,13.73,16.79,5.3,1.21,6.52,9.56,0.08,0.81,0.38,0.3,0.6,0.11,0.03,0.1,1.95,0.1,5.87,0.18,1.53,2.67,,,,3.2,0.46,338,5,14.38,24.61,40.27,56.83,29.4,1,130,205,36.1,93,59,54,6.17,37.41,53.76,55.19,66.45,71.88,,,,,,,,,,,89.7,,,,
24-Nov-21,63.03,19.1,5.01,2.46,0.95,2.56,0.72,0.05,0.05,0.27,94.2,100.41,2.56,2.04,9.11,8.43,39.01,22.24,61.25,36.31,198.83,3.57,8.48,12.06,4.63,3.56,8.19,8.31,0.08,0.82,0.3,0.43,0.63,0.16,0.01,0.74,1.38,0.3,5.24,0.11,1.66,2.36,,,,3.3,0.52,340,4.2,14.34,24.12,44.55,59.71,29.4,1,120,195,35.9,91,57,56,6.73,42.49,57.13,58.16,73.25,78.6,,,,,,,,,,,-,,,,
26-Nov-21,63,19.66,5,2.5,1,2.41,0.76,0,0.05,0.25,94.63,97.99,2.62,2,9.02,8.38,39.15,20.81,59.95,34.71,233.34,4.25,7.92,12.17,3.84,4.18,8.02,8.7,0.43,0.25,0.46,0.24,0.68,0.29,0,2.24,0.68,0.4,5.4,0.08,2.12,2.42,,,,3.3,0.5,337,4.8,15.23,25.51,46.11,59.35,29.6,1,120,210,,,,,,,,,,,,,,,,,,,,,-,,,,
29-Nov-21,62.66,18.98,4.86,2.56,1.04,2.92,0.71,0.05,0.06,0.27,94.11,100.12,2.56,1.9,8.55,7.69,34.96,25.93,60.9,42.58,188.1,3.02,9.03,12.05,4.58,2.45,7.03,9.14,0.13,1.62,0.35,0.51,0.4,0.09,0.05,0.75,1.55,0.14,5.23,0.07,1.54,2.33,,,,3.3,0.52,348,4.5,12.11,25.05,42.78,59.02,29.4,1,135,240,36.2,92,59,52,4.38,39.02,57.35,59.96,66.32,76.43,,,,,,,,,,,-,,,,
1-Dec-21,63.26,19.5,4.93,2.6,1.12,2.89,0.73,0.05,0.06,0.26,95.4,98.6,2.59,1.9,8.67,8.1,37.73,22.04,59.78,36.88,214.13,3.73,9.36,13.08,4.31,2.58,6.9,8.68,0.12,1.61,0.28,0.5,0.58,0,0.01,0.67,1.94,0.23,5.58,0.06,1.79,2.48,,,,3.2,0.53,358,3.5,13.54,24.38,44.98,57.89,29.4,0.8,135,200,35.9,92,58,55,8.37,38.92,55.38,62.16,70.49,80.1,,,,,,,,,,,-,,,,
9-Dec-21,62.79,18.86,4.75,2.89,0.98,2.98,0.7,0.04,0.05,0.24,94.28,100.68,2.47,1.64,7.7,7.77,29.85,23.27,53.13,43.81,216.26,6.28,12.72,18.99,3.34,3.34,6.69,8.76,0.86,1.85,0.14,0.48,0.29,0.06,0,0.31,3.11,0.17,5.03,0.14,2.12,2.28,,,,3.2,0.5,368,4.5,13.56,23.31,41.55,52.55,29.2,1,120,200,,,,,,,,,,,,,,,,,,,,,101.2,,,,
13-Dec-21,63.33,19.46,4.86,2.83,1.08,3.09,0.73,0.05,0.05,0.25,95.73,98.56,2.53,1.72,8.09,9.04,32.15,21.62,53.77,40.2,212.96,5.36,12.44,17.8,3,2.93,5.92,8.04,0.24,3.35,0.2,0.4,0.6,0.26,0,0.1,3.52,0.18,5.56,0.08,2.51,2.48,,,,3.5,0.53,385,4,13.19,24.19,41.54,53.55,29.2,1,125,210,36.8,93,56,51,,37.96,52.73,56.11,62.84,71.2,,,,,,,,,,,,,,,
15-Dec-21,63.52,19.46,4.74,2.86,1.33,2.6,0.72,0.05,0.06,0.24,95.58,99.61,2.56,1.66,7.72,7.67,37.53,22.4,59.93,37.38,216.69,3.27,8.72,11.98,2.28,2.63,4.91,11.27,1.07,0.91,0.51,0.33,0.73,0.16,0.03,0.02,2.43,0.18,5.36,0.17,1.89,2.44,,,,3.4,0.52,391,4.9,15.17,25.26,44.37,58.83,29.2,1,130,200,35.7,92,59,54,10.39,42.99,59.62,69.15,75.5,83.57,,,,,,,,,,,90.3,,,,
17-Dec-21,63.19,19.39,4.93,2.6,1.07,2.97,0.72,0.05,0.06,0.27,95.25,98.89,2.58,1.9,8.67,8.31,36.85,22.73,59.58,38.15,197.14,3.7,8.8,12.5,4.2,2.31,6.51,8.94,0.14,1.86,0.29,0.44,0.57,0.13,0.02,0.48,1.92,0.42,6.11,0.07,1.88,2.72,,,,3.3,0.52,351,4.3,13.3,25.8,42.61,59.53,29,1,135,200,,,,,,,,,,,,,,,,,,,,,67.9,,,,
23-Dec-21,63.18,19.64,4.76,2.79,0.93,2.79,0.8,0.05,0.05,0.25,95.24,98.09,2.6,1.71,7.89,7.93,33.78,25.86,59.64,43.37,237.53,2.96,10.74,13.7,4.79,1.33,6.13,8.9,0.12,1.63,0.27,0.46,0.92,0.12,0.02,0.17,2.66,0.13,5.04,0.09,2.11,2.26,,,,3.3,0.58,344,4.2,15.34,26.48,41.89,57.29,29.4,1,125,195,36.6,93,62,55,,41.01,54.21,59.52,63.5,75.12,,,,,,,,,,,-,,,,
27-Dec-21,63.31,19.71,4.89,2.8,1.05,2.5,0.76,0.05,0.05,0.25,95.37,98.06,2.56,1.75,8.22,9.09,32.25,31.55,63.8,49.45,242.77,1.3,8.64,9.93,4.49,1.6,6.09,9.46,0.13,0.9,0.25,0.48,0.87,0.13,0.05,0.6,1.53,0.05,5.67,0.06,1.64,2.52,,,,3.4,0.55,352,4,16.04,25.41,43.76,58.54,28.6,1,125,190,36.4,92,61,53,8.91,43.22,52.01,56.97,60.87,73.1,,,,,,,,,,,86.7,,,,
29-Dec-21,63.37,19.53,4.92,2.7,1.09,2.53,0.67,0.05,0.05,0.25,95.16,98.96,2.56,1.82,8.47,7.91,37.49,21.9,59.39,36.88,223.96,2.99,10.12,13.12,4.63,2.04,6.67,9.38,0.22,1.41,0.36,0.5,0.8,0.1,0,0.15,2.24,0.13,5.29,0.25,1.8,2.44,,,,3.4,0.49,365,2.8,15.43,25.46,43.47,58.82,29.2,1,120,195,35.89,93,59,52,8.26,42.51,53.14,56.14,67.15,77.1,,,,,,,,,,,-,,,,
31-Dec-21,63.57,19.51,4.98,2.63,1.1,2.36,0.66,0.05,0.05,0.24,95.15,99.52,2.56,1.89,8.75,7.8,32.31,25.13,57.44,43.75,224.9,2.92,12.15,15.07,5.22,1.08,6.3,9.09,0.39,1.35,0.4,0.29,0.74,0.03,0.11,0.08,2.23,0.19,5.84,0.43,1.8,2.77,,,,3.2,0.48,358,3.8,14.85,23.63,43.85,55.4,29,1,125,195,,,,,,,,,,,,,,,,,,,,,91.9,,,,
5-Jan-22,62.9,19.18,4.89,2.52,1.38,2.32,0.75,0.06,0.05,0.24,94.29,100.27,2.59,1.94,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.55,357,3.4,15.45,25.05,42.58,54.07,29.4,1,120,185,,,,,,,,,,,,,,,,,,,,,-,,,,
6-Jan-22,62.92,19.33,5,2.64,1.42,2.47,0.75,0.06,0.05,0.25,94.89,99.11,2.53,1.89,8.78,7.79,36.41,22.19,58.6,37.87,246.27,2.05,10.82,12.87,3.74,1.75,5.49,10.15,0.2,1.78,0.75,0.33,0.82,0.03,0.02,0.01,2.57,0.26,5.87,0.24,1.99,2.7,,,,3.4,0.55,369,2.8,16.93,26.89,44.71,53.27,28.8,1,120,180,,,,,,,,,,,,,,,,,,,,,-,,,,
