DATE,CaO,SiO2,Al2O3,Fe2O3,MgO,SO3,K2O,Na2O,P2O5,TiO2,Total,LSF,SM,IM,C3A,R_wp (%),Alite_M3 (%),Alite_M1 (%),Alite_Sum (%),Fraction_M1 (%),Alite_CS (nm),Belite_alpha (%),Belite_beta (%),Belite_Sum (%),Alum_cubic (%),Alum_ortho (%),Alum_Sum (%),Ferrite (%),Lime (%),Portlandite (%),Periclase (%),Quartz (%),Arcanite (%),Langbeinite (%),Aphthitalite (%),Gypsum (%),Hemi-hydrate (%),Anhydrite (%),Calcite (%),Dolomite(%),SO3_XRD (%),CO2_XRD (%),Syngenite(%),Ettringite(%),Illite(%),LOI,Total Alkali,SSA,Res_45_um,EN 1D,EN 2D ,EN 7D,EN 28D ,Water consistency (%)-20C,Expansion (mm)-20C,Initial setting time (min) ,Final setting time (min) ,MC Water consistency (%),MC Initial Slump,MC 1st slump loss,MC 2nd slump loss,MC 9hours,MC 1D,MC 2D ,MC 3D,MC 7D,MC 28D ,,,,,,,,,,,,,,,
15-Mar-24,64.62,19.4,5,2.33,0.85,2.41,0.76,0.07,0.05,0.25,95.74,101.94,2.65,2.15,9.31,8.48,35.6,28.01,63.61,44.03,202.97,3.43,5.07,8.51,4.2,4.46,8.66,6.38,0.37,1.7,0.31,0.36,0.61,0.16,0.08,0.07,2.48,0.38,6.28,0.03,2.04,2.78,,,,3.4,0.57,333,6,13.44,25.07,44.58,54.93,29.4,0.8,115,195,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-24,64.56,19.48,5.1,2.35,0.89,2.43,0.78,0.08,0.05,0.26,96.02,101.24,2.61,2.17,9.54,9.12,37.33,23.2,60.53,38.33,202.22,4.46,6.46,10.92,3.77,5.13,8.89,5.59,0.48,2.38,0.26,0.5,0.71,0.25,0.13,0.06,2.4,0.3,6.39,0.22,2.05,2.91,,,,3.5,0.59,342,6.3,14.03,23.76,41.48,54.94,29.4,0.7,110,195,35.9,92,57,53,5.99,43.13,53.36,60.09,63.15,70.08,,,,,,,,,,,,,,,
20-Mar-24,64.43,19.57,5.12,2.41,0.86,2.43,0.79,0.07,0.05,0.26,96.05,100.52,2.6,2.12,9.49,8.04,34.66,25.5,60.16,42.39,204.45,5.34,6.04,11.38,3.91,5.28,9.2,5.97,0.39,2.28,0.21,0.29,0.61,0.05,0,0.04,2.51,0.46,6.38,0.07,1.98,2.84,,,,3.5,0.59,335,6.1,14.19,24.5,44.7,55.87,29.8,0.7,115,190,35.9,91,56,52,6.27,45.39,58.34,59.68,64.83,71.52,,,,,,,,,,,,,,,
22-Mar-24,64.42,19.7,5.15,2.39,0.84,2.42,0.78,0.08,0.05,0.26,96.15,99.9,2.61,2.15,9.6,8.5,31.88,28.59,60.47,47.28,211.69,4.76,6.58,11.33,4.11,4.86,8.96,6.04,0.33,2.22,0.24,0.28,0.59,0.12,0,0.07,2.6,0.36,6.39,0,2.02,2.81,,,,3.5,0.59,331,6.2,13.8,23.31,44.75,54.96,29.4,0.8,125,200,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-24,64.39,19.64,5.1,2.41,0.81,2.42,0.77,0.07,0.05,0.26,95.92,100.19,2.62,2.12,9.44,8.42,31.62,29.31,60.93,48.11,205.63,4.57,7.06,11.63,4.6,4.05,8.65,6.08,0.36,1.95,0.19,0.31,0.57,0.11,0.02,0.08,2.76,0.14,6.1,0.1,1.98,2.73,,,,3.5,0.58,338,6.2,14.61,23.41,44.18,55.77,29.6,0.7,115,200,35.8,92,54,52,6.66,43.48,57.43,61.81,67.38,79.78,,,,,,,,,,,,,,,
27-Mar-24,64.47,19.87,5.08,2.4,0.84,2.43,0.72,0.07,0.05,0.27,96.2,99.33,2.66,2.12,9.4,8.63,31.47,30.06,61.53,48.86,205.05,4.21,7.2,11.41,4.94,3.53,8.47,6.25,0.23,1.89,0.26,0.38,0.6,0.1,0.06,0.09,2.59,0.13,5.95,0.07,1.91,2.65,,,,3.5,0.54,340,5,13.98,23.26,43.87,53.86,29.8,0.6,120,210,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-24,64.43,19.72,5.08,2.35,0.84,2.45,0.7,0.08,0.05,0.28,95.98,99.96,2.65,2.16,9.49,7.98,31.39,28.99,60.38,48.01,211.14,4.73,7.38,12.11,4.66,3.67,8.33,6.38,0.3,1.99,0.23,0.35,0.42,0.1,0.03,0.11,2.55,0.17,6.47,0.08,1.82,2.88,,,,3.5,0.54,332,5.7,12.37,23,42.67,57.3,29.4,0.6,110,195,,,,,,,,,,,,,,,,,,,,,,,,,
1-Apr-24,64.55,19.88,5.08,2.34,0.82,2.4,0.72,0.08,0.05,0.28,96.2,99.51,2.68,2.17,9.5,8.1,29.41,31.64,61.05,51.82,205.89,4.03,6.86,10.89,5.39,3.63,9.03,6.01,0.19,1.86,0.26,0.26,0.69,0.21,0.03,0.16,2.72,0.4,6.2,0.03,2.26,2.74,,,,3.4,0.55,338,6.4,14.2,23.48,44.78,57.01,29.6,0.7,115,190,35,91,57,52,6,42.91,56.31,57.08,65.25,74.02,,,,,,,,,,,,,,,
3-Apr-24,64.6,19.77,5.02,2.36,0.8,2.37,0.73,0.08,0.05,0.28,96.06,100.2,2.68,2.13,9.31,9.28,28.99,32.75,61.74,53.04,161.88,4.75,6.24,10.99,4.84,3.46,8.3,6.17,0.28,1.62,0.18,0.39,0.75,0.17,0.02,0.11,2.46,0.38,6.33,0.09,2.08,2.83,,,,3.5,0.56,338,5.9,13.91,24.83,43.43,54.87,29.8,0.6,120,220,35.2,92,56,50,4.21,40.87,52.73,54.93,67.15,73.22,,,,,,,,,,,,,,,
5-Apr-24,64.46,19.87,4.99,2.42,0.83,2.42,0.75,0.08,0.05,0.29,96.16,99.48,2.68,2.06,9.13,8.18,30.41,30.83,61.24,50.34,208.69,3.82,7.6,11.41,4.77,3.46,8.23,5.86,0.21,2.07,0.17,0.4,0.77,0.01,0.02,0.06,2.63,0.21,6.71,0.01,1.97,2.95,,,,3.5,0.57,335,5.8,13.61,23.76,42.4,53.5,29.2,0.6,110,205,,,,,,,,,,,,,,,,,,,,,,,,,
8-Apr-24,64.53,19.95,4.94,2.43,0.85,2.44,0.72,0.08,0.05,0.28,96.27,99.29,2.71,2.03,8.98,7.91,31.15,29.19,60.35,48.38,211.43,4,6.83,10.82,5.43,2.38,7.82,6.12,0.3,1.83,0.14,0.8,0.65,0.11,0.13,0.43,2.41,0.34,7.69,0.06,2.15,3.41,,,,3.4,0.55,333,6.4,14.61,24.76,43.16,53.04,29.8,0.7,115,220,35.5,91,58,52,5.33,42.66,55.25,56.21,64.31,71,,,,,,,,,,,,,,,
15-Apr-24,64.64,19.65,4.9,2.38,0.89,2.4,0.69,0.08,0.05,0.28,95.96,100.98,2.7,2.06,8.96,8,34.88,26.55,61.44,43.22,217.1,3.39,8.15,11.54,5.7,2.29,7.99,6.26,0.18,2.11,0.26,0.14,0.62,0.14,0.04,0.08,2.57,0.12,6.46,0.07,1.91,2.87,,,,3.4,0.53,332,5.9,13.42,23.8,40.72,53.27,29.6,0.8,115,215,35.2,90,60,54,5.02,39.91,53.86,58.78,66.21,70.01,,,,,,,,,,,,,,,
17-Apr-24,64.45,19.93,4.97,2.42,0.91,2.4,0.69,0.07,0.05,0.28,96.17,99.25,2.7,2.05,9.08,8.06,34.01,27.57,61.58,44.77,214.82,3.65,8.02,11.67,5.59,2.57,8.15,6.54,0.24,2.12,0.31,0.21,0.63,0.15,0.09,0.09,2.27,0.25,5.66,0.04,1.86,2.51,,,,3.5,0.52,334,6.4,12.65,22.53,38.79,54.24,29.6,0.7,120,215,35.4,91,61,53,4.86,39.42,56.54,57.66,65.34,77.54,,,,,,,,,,,,,,,
19-Apr-24,64.33,19.86,4.99,2.44,0.94,2.3,0.7,0.08,0.05,0.29,95.98,99.43,2.67,2.05,9.1,7.82,34.25,26.88,61.13,43.97,222.4,3.62,8.08,11.7,5.4,2.83,8.23,6.54,0.18,1.95,0.22,0.3,0.68,0.07,0.06,0.04,2.52,0.21,6.03,0.15,1.92,2.72,,,,3.3,0.54,335,6.1,11.65,22.99,42.58,54.31,29.6,0.7,120,210,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-24,64.47,19.46,4.9,2.38,0.95,2.34,0.69,0.08,0.05,0.28,95.6,101.64,2.67,2.06,8.96,8.25,35.8,26.04,61.84,42.11,209.52,3.98,8.05,12.03,5.16,2.81,7.96,6.54,0.15,1.54,0.23,0.27,0.72,0.07,0.05,0.05,2.32,0.22,5.97,0.04,1.83,2.64,,,,3.5,0.53,335,6.3,14.27,24.11,44.5,55.62,29.8,0.8,115,190,35.2,92,61,55,6.21,42.12,54.33,60.47,65.41,,,,,,,,,,,,,,,,
24-Apr-24,64.5,19.92,4.99,2.41,0.95,2.42,0.69,0.08,0.05,0.29,96.3,99.33,2.69,2.07,9.15,8.02,34.91,26.68,61.59,43.32,216.91,3.76,7.44,11.19,4.84,2.69,7.53,6.8,0.2,1.96,0.19,0.33,0.72,0.12,0.1,0.25,2.55,0.24,6.16,0.08,2.11,2.74,,,,3.5,0.53,329,5.9,14.23,24.43,43.44,54.14,29.8,0.7,120,195,35.5,91,62,53,3.84,35.01,55.59,58.11,66.35,72.37,,,,,,,,,,,,,,,
26-Apr-24,64.41,19.88,4.81,2.46,0.99,2.45,0.71,0.06,0.04,0.3,96.11,99.61,2.73,1.96,8.58,8.3,34.99,28.33,63.32,44.75,220.81,3.34,6.74,10.07,5.58,2.65,8.22,6.49,0.19,1.84,0.17,0.29,0.63,0.01,0.05,0.34,2.38,0.17,5.7,0.12,1.89,2.56,,,,3.5,0.53,327,6.3,13.95,24.33,42.22,55.2,29.4,0.8,115,190,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr-24,64.67,19.72,4.9,2.37,0.95,2.36,0.73,0.06,0.04,0.29,96.09,100.77,2.71,2.07,8.97,8.68,36.36,26.67,63.03,42.31,198.67,4.52,6.5,11.02,5.04,2.99,8.03,6.21,0.2,2.36,0.23,0.22,0.71,0.13,0.11,0.24,2.35,0.16,4.98,0.03,1.95,2.21,,,,3.4,0.54,323,6,12.75,23.29,41.36,54.73,29.4,0.6,125,225,35,92,56,51,5.03,38.61,55.16,56.25,63.84,75.61,,,,,,,,,,,,,,,
1-May-24,64.43,20.13,4.97,2.36,0.92,2.4,0.7,0.11,0.05,0.28,96.35,98.41,2.75,2.11,9.18,8.34,28.94,32.46,61.4,47.13,206.9,5.13,7.78,12.9,4.95,3.22,8.17,6.17,0.13,2.29,0.22,0.22,0.57,0.03,0.23,0.1,2.19,0.22,5.17,0.01,1.78,2.28,,,,3.4,0.57,338,6.3,11.75,23.27,41.46,52.88,29.6,0.7,130,220,35.4,90,62,57,4.15,37.36,56.54,58.82,62.75,71.31,,,,,,,,,,,,,,,
3-May-24,64.36,19.9,4.97,2.36,0.92,2.4,0.7,0.08,0.05,0.28,96.02,99.31,2.71,2.11,9.18,7.8,31.78,28.32,60.1,47.11,214.7,5,8.08,13.08,5.01,3.43,8.44,6.32,0.3,2.54,0.34,0.27,0.38,0.1,0.18,0.08,2.42,0.16,5.2,0.1,1.79,2.33,,,,3.5,0.54,342,6,12.02,22.25,42.49,54.74,29.4,0.8,135,225,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-24,64.36,20.13,5.08,2.37,0.99,2.38,0.71,0.08,0.05,0.29,96.44,98.11,2.7,2.14,9.45,8.29,36.23,24.71,60.94,40.55,220.68,5.16,6.8,11.96,4.67,3.97,8.64,6.07,0.11,3.09,0.33,0.32,0.6,0.18,0.08,0.08,2.11,0.29,5.13,0.06,1.78,2.28,,,,3.5,0.55,353,5.8,11.92,22.58,40.57,56.83,29.8,0.9,120,225,35.5,90,61,53,4.99,39.22,53.21,60.11,65.02,73.02,,,,,,,,,,,,,,,
8-May-24,64.3,19.74,5.06,2.41,1.05,2.4,0.74,0.06,0.04,0.3,96.1,99.7,2.64,2.1,9.33,8.71,38.01,22.52,60.53,37.2,202.71,4.86,7.98,12.84,5.31,3.35,8.67,6.02,0.07,2.68,0.24,0.25,0.5,0.19,0,0.11,2.26,0.24,5.38,0.05,1.76,2.39,,,,3.4,0.55,340,5.4,12.58,22.56,43.8,55.25,29.8,0.5,120,220,35.5,91,62,54,5.02,38.41,53.97,56.33,66.66,71.63,,,,,,,,,,,,,,,
10-May-24,64.33,20.13,5.15,2.38,1,2.49,0.73,0.09,0.05,0.29,96.64,97.81,2.67,2.16,9.62,8.14,36.91,22.97,59.89,38.36,219.44,4.87,7.33,12.21,4.81,4.36,9.17,5.94,0.14,3.19,0.43,0.46,0.59,0.16,0.05,0.06,2.12,0.42,5.1,0.06,1.82,2.27,,,,3.4,0.57,342,5.3,12.18,21.94,42.12,55.49,29.4,0.6,120,225,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-24,64.23,20.03,5.1,2.42,0.98,2.49,0.75,0.09,0.05,0.29,96.43,98.13,2.66,2.11,9.42,8.02,36.03,24.22,60.25,40.2,210.52,5.1,7.17,12.27,4.42,4.17,8.59,5.81,0.08,3.23,0.35,0.3,0.69,0.24,0.07,0.18,2.2,0.3,5.44,0.01,1.95,2.4,,,,3.5,0.58,331,5.7,12.07,22.41,40.31,53.12,29.8,0.4,115,215,36.3,92,59,52,4.22,39.46,58.19,61.85,68.24,76.59,,,,,,,,,,,,,,,
15-May-24,64.31,20.1,5.08,2.42,0.95,2.41,0.75,0.1,0.05,0.28,96.45,98.08,2.68,2.1,9.37,8.47,37.86,23.84,61.7,38.63,222.25,4.55,5.61,10.16,4.19,4.89,9.08,5.84,0.15,3.21,0.24,0.42,0.7,0.26,0.15,0.22,2.16,0.41,5.28,0,2.07,2.32,,,,3.3,0.59,336,5.8,11.86,23.41,42.75,55.07,29.6,0.5,110,220,35.5,92,63,55,4.71,41.34,57.83,58.22,68.16,75.03,,,,,,,,,,,,,,,
17-May-24,64.2,19.46,4.95,2.39,0.94,2.79,0.74,0.09,0.05,0.27,95.88,100.59,2.65,2.07,9.07,8.35,38.31,23.41,61.72,37.93,229.92,4.78,5.68,10.46,4.22,4.72,8.94,5.83,0.19,3.1,0.4,0.44,0.45,0.13,0.1,0.08,2.56,0.31,5.17,0.11,1.96,2.33,,,,3.3,0.58,329,5.9,12.27,21.78,42.36,54.41,29.6,0.5,115,210,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-24,64.27,19.9,4.95,2.41,0.99,2.4,0.71,0.09,0.05,0.28,96.05,99.15,2.7,2.05,9.04,8.56,37.96,23.35,61.31,38.08,198.79,4.48,7.27,11.75,4.26,4.07,8.33,6.44,0.25,2.36,0.29,0.4,0.61,0.22,0.04,0.1,2.28,0.21,5.36,0.05,1.85,2.38,,,,3.3,0.56,339,5.4,12.46,23,42.37,55.27,29.8,0.6,125,220,35.7,89,61,53,4.39,41.62,57.62,58.32,66.64,74.27,,,,,,,,,,,,,,,
22-May-24,64.42,19.94,4.99,2.44,1.09,2.43,0.69,0.09,0.05,0.29,96.43,99.07,2.68,2.05,9.1,8.78,41.09,20.01,61.1,32.75,198.06,3.12,9.04,12.16,4.1,3.62,7.73,6.65,0.16,2.08,0.45,0.29,0.77,0.23,0.03,0.04,2.46,0.3,5.52,0.04,2.04,2.45,,,,3.4,0.54,342,5.9,12.32,23.93,41.34,57.29,29.8,0.7,120,225,35.5,91,60,57,5.01,40.93,55.91,56.97,65.03,75.33,,,,,,,,,,,,,,,
24-May-24,64.31,19.53,5.08,2.41,1.11,2.45,0.75,0.09,0.05,0.29,96.07,100.56,2.61,2.11,9.38,8.2,41.33,20.56,61.88,33.22,210.17,4.36,6.39,10.75,3.52,4.94,8.46,6.84,0.26,2.19,0.38,0.27,0.68,0.33,0.05,0.11,2.37,0.21,5.23,0,1.99,2.3,,,,3.5,0.58,349,5.5,13.05,24.14,45.43,59.02,29.4,0.5,120,220,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-24,64.2,19.41,5.02,2.42,1.12,2.38,0.76,0.09,0.05,0.28,95.73,101.11,2.61,2.07,9.21,8.67,39.45,22.72,62.17,36.54,184.54,3.97,6.3,10.27,3.29,5.14,8.43,6.61,0.3,2.42,0.42,0.26,0.46,0.24,0.05,0.07,2.61,0.25,5.35,0.07,1.99,2.39,,,,3.4,0.59,346,6.5,14.42,24.56,45.61,55.44,30,0.4,110,195,36.07,92,59,52,6.1,41,53.16,59.22,66.98,75.07,,,,,,,,,,,,,,,
29-May-24,64.2,19.37,5.05,2.45,1.12,2.4,0.77,0.09,0.05,0.28,95.78,101.19,2.58,2.06,9.24,8.35,39.04,21.15,60.19,35.14,216.4,4.61,7.03,11.64,3.45,5.31,8.76,4,0.33,2.34,0.33,0.31,0.64,0.02,0.26,0.1,2.44,0.28,5.48,0.24,2,2.53,,,,3.6,0.6,361,6.1,13.79,24.26,42.68,56.51,29.6,0.4,125,195,35.5,90,62,53,5.33,40.36,52.66,56.92,65.33,74.25,,,,,,,,,,,,,,,
31-May-24,64.14,19.43,5.04,2.49,1.13,2.41,0.76,0.1,0.05,0.28,95.84,100.78,2.58,2.02,9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0.6,331,5.8,12.76,22.79,42.84,54.16,29.6,0.6,125,220,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-24,64.13,19.56,5.04,2.5,1.18,2.35,0.75,0.1,0.05,0.28,95.97,100.23,2.59,2.02,9.13,8.75,43.26,20.65,63.92,32.31,229.57,3.57,5.59,9.16,2.88,5.12,8,7.14,0.15,2.04,0.48,0.32,0.5,0.16,0.04,0.12,2.51,0.25,5.05,0.16,1.93,2.3,,,,3.4,0.59,344,6,12.79,23.55,41.08,56.39,29.8,0.5,120,215,35.7,91,61,54,6.03,39.98,53.91,60.36,63.9,75.61,,,,,,,,,,,,,,,
5-Jun-24,64.31,19.17,4.96,2.43,1.3,2.34,0.75,0.09,0.05,0.27,95.7,102.56,2.59,2.04,9.03,8.72,46.48,17.63,64.1,27.5,202.79,3.83,5.05,8.88,2.77,4.73,7.5,7.71,0.07,2.09,0.47,0.3,0.58,0.28,0.03,0.04,2.42,0.27,5.09,0.16,1.94,2.31,,,,3.3,0.58,339,5.8,12.92,22.8,44.74,55.63,29.8,0.4,125,205,35.5,90,57,52,4.83,39.37,52.92,55.61,65.37,73.68,,,,,,,,,,,,,,,
7-Jun-24,63.77,19.17,4.93,2.47,1.47,2.66,0.77,0.09,0.05,0.27,95.68,101.32,2.59,2,8.89,8.66,46.01,19.41,65.42,29.67,204.04,3.21,4.79,8,2.04,4.12,6.15,8.18,0.07,2,0.6,0.42,0.58,0.23,0,0.1,2.37,0.33,5.4,0.14,1.94,2.44,,,,3.5,0.6,338,5.6,13.37,23.84,45.53,56.16,29.4,0.5,125,220,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-24,63.93,19.63,5.02,2.46,1.56,2.4,0.76,0.09,0.05,0.28,96.2,99.62,2.62,2.04,9.14,8.55,46.11,18.49,64.6,28.62,199.84,2.92,5.34,8.26,2.11,4.26,6.37,8.75,0.09,2.02,0.69,0.26,0.48,0.25,0.05,0.04,2.2,0.39,5.43,0.14,1.83,2.46,,,,3.2,0.59,341,6.2,12.41,22.58,44.22,55.13,29.8,0.4,120,220,35.5,91,59,51,4.66,39.86,54.61,55.92,66.35,73.25,,,,,,,,,,,,,,,
12-Jun-24,63.88,19.58,4.99,2.44,1.63,2.43,0.76,0.09,0.05,0.28,96.14,99.81,2.64,2.05,9.1,8.48,44.77,21.07,65.84,32,211,2.95,4.51,7.46,2.34,3.62,5.96,9.1,0.02,1.93,0.59,0.43,0.53,0.01,0.45,0.04,2.04,0.21,5.3,0.08,1.77,2.37,,,,3.4,0.59,347,5.5,11.79,23.03,42.41,55.21,29.6,0.4,115,205,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-24,63.97,19.46,4.99,2.41,1.66,2.39,0.76,0.09,0.05,0.28,96.06,100.57,2.63,2.07,9.15,9.23,45.79,19.09,64.88,29.42,223.05,3.17,4.57,7.74,1.88,3.9,5.78,8.97,0.02,1.95,0.74,0.2,0.61,0.17,0.34,0.09,2.07,0.38,5.98,0.09,1.95,2.67,,,,3.4,0.59,343,6.2,12.05,23.6,44.09,57.07,29.8,0.5,125,220,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jun-24,63.89,19.56,5.04,2.46,1.44,2.47,0.76,0.1,0.06,0.28,96.1,99.75,2.61,2.05,9.19,8.86,45.14,18.74,63.88,29.34,213.1,2.84,5.08,7.91,2.36,4.49,6.85,8.16,0.09,2.15,0.7,0.48,0.59,0.14,0.15,0.12,2.29,0.36,6.06,0.06,1.95,2.69,,,,3.3,0.6,340,5.8,12.79,22.99,40.98,53.89,29.6,0.6,120,225,36.07,92,57,53,5.01,39.66,54.94,58.4,64.91,71.5,,,,,,,,,,,,,,,
21-Jun-24,64.09,19.67,5.08,2.46,1.43,2.52,0.74,0.1,0.06,0.28,96.5,99.45,2.61,2.07,9.3,9.42,43.39,21.22,64.61,32.84,201.57,3.58,4.51,8.1,2.59,4.04,6.62,8.03,0.01,2.27,0.54,0.34,0.71,0.16,0.07,0.06,2.31,0.28,5.86,0.04,1.91,2.59,,,,3.4,0.59,344,5.8,11.88,22.76,42.61,55.02,29.6,0.7,130,230,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jun-24,64.19,19.72,5.07,2.44,1.27,2.49,0.75,0.1,0.06,0.27,96.43,99.46,2.63,2.08,9.31,8.74,45.34,19.25,64.59,29.8,207.71,3.16,4.92,8.09,2.71,4.65,7.36,7.59,0,2.27,0.56,0.29,0.78,0.26,0.05,0.07,2.13,0.38,5.48,0.11,1.95,2.46,,,,3.3,0.59,342,5.1,12.92,23.34,41.96,56.43,29.6,0.5,125,230,35.53,91,61,55,4.72,38.68,55.36,56.86,65.57,72.61,,,,,,,,,,,,,,,
26-Jun-24,64.22,19.78,5.03,2.43,1.21,2.39,0.75,0.1,0.05,0.27,96.28,99.44,2.65,2.07,9.22,8.9,44.71,19.97,64.68,30.88,204.34,3.51,5.07,8.57,2.88,4.49,7.38,7.61,0.1,1.91,0.4,0.34,0.74,0.28,0.09,0.08,2.15,0.27,5.41,0,1.92,2.38,,,,3.3,0.59,324,6.3,11.24,22.81,41.91,53.39,29.4,0.6,115,225,36.07,92,60,54,4.06,39.68,53.14,55.36,65.43,70.44,,,,,,,,,,,,,,,
28-Jun-24,64.29,19.89,5.04,2.45,1.2,2.41,0.76,0.1,0.05,0.27,96.49,99.01,2.66,2.06,9.21,8.69,46.96,18.53,65.49,28.29,207.22,3.41,4.34,7.75,2.84,4.71,7.54,7.41,0.08,1.85,0.46,0.36,0.67,0.3,0.1,0.14,1.97,0.28,5.55,0.04,1.84,2.46,,,,3.4,0.6,336,6.1,13.12,24.34,43.53,56.39,29.6,0.5,110,210,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-24,64.24,19.83,4.99,2.42,1.2,2.44,0.77,0.09,0.05,0.27,96.31,99.28,2.68,2.06,9.13,8.82,44.94,20.51,65.45,31.33,193.9,3.4,4.2,7.61,2.73,4.63,7.36,7.39,0.09,2.17,0.41,0.31,0.68,0.4,0.06,0.1,2.16,0.34,5.39,0.09,1.99,2.41,,,,3.2,0.6,330,5.9,12.29,22.67,43.05,55.12,29.6,0.7,125,220,35.6,91,62,54,4.33,41.91,54.05,55.91,67.02,71.64,,,,,,,,,,,,,,,
3-Jul-24,64.12,19.69,4.97,2.43,1.15,2.45,0.77,0.09,0.05,0.27,96.01,99.73,2.66,2.05,9.06,8.39,45.73,18.27,64,28.55,218.54,3.04,4.96,8,2.6,5.21,7.81,6.99,0,2.4,0.38,0.46,0.69,0.31,0.1,0.07,2.42,0.32,6.03,0.01,2.08,2.66,,,,3.3,0.6,348,5.5,12.3,23.18,42.75,53.88,29.4,0.5,110,210,35.71,90,61,53,4.61,42.14,53.63,58.19,64.94,74.35,,,,,,,,,,,,,,,
5-Jul-24,64.25,19.87,4.98,2.43,1.3,2.4,0.76,0.09,0.05,0.26,96.39,99.17,2.68,2.05,9.09,8.7,47.58,18.16,65.74,27.62,207.11,2.83,4.68,7.51,2.44,4.48,6.92,7.99,0.07,1.86,0.51,0.33,0.51,0.22,0.09,0.16,1.84,0.36,5.86,0.04,1.7,2.59,,,,3.4,0.59,330,6,11.2,23.08,39.14,53.99,29.6,0.5,115,215,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jul-24,64.07,19.58,4.86,2.43,1.38,2.38,0.74,0.09,0.05,0.26,95.84,100.43,2.69,2,8.77,8.66,46.36,19.86,66.23,29.99,203.4,2.8,4.42,7.22,2.27,4.11,6.38,8.5,0.06,1.55,1.23,0.4,0.49,0.27,0.08,0.14,1.61,0.27,6.16,0.04,1.52,2.73,,,,3.4,0.58,335,6.1,10.47,22.75,39.24,53.85,29.2,0.6,105,215,35.89,92,59,49,3.94,35.8,56.24,57.01,63.41,71.73,,,,,,,,,,,,,,,
10-Jul-24,64.16,19.93,4.96,2.44,1.37,2.47,0.76,0.09,0.05,0.26,96.49,98.72,2.69,2.03,9.02,9.62,45.86,20.34,66.19,30.73,210.46,3.31,4.21,7.52,2.33,3.74,6.06,7.83,0.04,1.89,0.55,0.29,0.44,0.38,0.08,0.12,1.97,0.25,6.29,0.08,1.74,2.8,,,,3.3,0.59,317,6.2,10.45,21.46,38.44,54.02,29.8,0.6,115,215,35.71,91,63,51,4.15,38.47,54.03,56.14,63.2,70.67,,,,,,,,,,,,,,,
12-Jul-24,63.99,19.89,4.98,2.45,1.33,2.44,0.75,0.09,0.05,0.27,96.24,98.61,2.68,2.03,9.05,8.66,43.01,20.66,63.67,32.45,202.71,4.03,5.74,9.77,2.57,4.23,6.8,7.71,0.02,1.93,0.59,0.32,0.56,0.44,0.1,0.18,1.93,0.29,5.66,0.03,1.86,2.5,,,,3.4,0.58,338,6.2,10.66,20.62,39.63,53.39,29.8,0.5,125,220,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jul-24,64.18,20.06,5.05,2.46,1.27,2.48,0.76,0.09,0.05,0.27,96.68,97.99,2.67,2.05,9.22,9.08,44.08,20.28,64.36,31.51,193.56,4.12,4.83,8.96,2.72,4.44,7.16,7.23,0.04,2.2,0.43,0.46,0.68,0.07,0.09,0.11,2.2,0.28,5.7,0.02,1.83,2.51,,,,3.4,0.59,334,5.7,10.81,20.36,42.09,54.42,29.2,0.6,110,215,35.5,92,62,55,4.02,38.05,52.69,56.27,61.35,71.82,,,,,,,,,,,,,,,
17-Jul-24,63.93,19.77,5.03,2.44,1.24,2.48,0.75,0.09,0.05,0.27,96.07,98.91,2.65,2.06,9.2,9.21,42.27,21.77,64.04,34,189.09,4.12,5.07,9.18,3.04,4.22,7.26,7.22,0.08,2.13,0.5,0.41,0.51,0.32,0.04,0.14,2.32,0.43,5.42,0.01,2.02,2.39,,,,3.3,0.58,,6,10.67,22.17,42.03,56.8,29.2,0.5,100,215,35.5,91,61,53,4.25,39.73,55.49,58.99,63.47,72.16,,,,,,,,,,,,,,,
19-Jul-24,64.01,19.86,5,2.46,1.2,2.47,0.76,0.09,0.05,0.27,96.18,98.69,2.66,2.03,9.09,8.87,43.48,22.16,65.63,33.76,181.85,3.79,4.97,8.75,2.74,4.61,7.35,7.37,0.09,1.94,0.5,0.51,0.49,0.11,0.07,0.06,1.63,0.31,5.15,0.02,1.44,2.27,,,,3.5,0.59,341,6,11.9,22.14,40.82,56.64,29.4,0.6,115,215,,,,,,,,,,,,,,,,,,,,,,,,,
